Order_ID,Order_Date,Customer_ID,Product,Category,Region,City,Quantity,Unit_Price,Discount_Pct,Discount_Amount,Revenue,Cost,Profit,Payment_Mode,Profit_Margin
ORD04933,2025-09-25,CUST2817,Dining Table,Furniture,South,Kochi,6,22000,5.0,6600.0,125400.0,85577.66,39822.34,Debit Card,31.76
ORD01027,2025-04-18,CUST1133,Sunglasses,Accessories,South,Hyderabad,3,1500,0.0,0.0,4500.0,2756.14,1743.86,UPI,38.75
ORD08519,2024-07-03,CUST1783,Smart Watch,Electronics,East,Kolkata,4,6000,10.0,2400.0,21600.0,16479.98,5120.02,Net Banking,23.7
ORD00389,2025-07-24,CUST1124,Desk,Furniture,West,Goa,4,12000,10.0,4800.0,43200.0,31301.76,11898.24,Debit Card,27.54
ORD03543,2024-07-07,CUST1826,Jacket,Clothing,East,Kolkata,3,3500,15.0,1575.0,8925.0,5644.51,3280.49,UPI,36.76
ORD06812,2025-10-14,CUST2296,Office Chair,Furniture,North,Jaipur,3,8500,5.0,1275.0,24225.0,18561.13,5663.87,Net Banking,23.38
ORD02240,2024-08-22,CUST1607,Laptop,Electronics,South,Kochi,1,55000,5.0,2750.0,52250.0,29253.05,22996.95,Cash,44.01
ORD06474,2024-10-03,CUST2960,Vacuum Cleaner,Home Appliances,East,Guwahati,6,8500,15.0,7650.0,43350.0,25449.97,17900.03,UPI,41.29
ORD01576,2025-07-18,CUST1000,T-Shirt,Clothing,West,Pune,6,800,10.0,480.0,4320.0,2423.95,1896.05,Net Banking,43.89
ORD03724,2025-03-22,CUST2959,Hoodie,Clothing,West,Ahmedabad,6,2200,5.0,660.0,12540.0,7034.94,5505.06,UPI,43.9
ORD04511,2025-09-23,CUST1804,Office Chair,Furniture,West,Pune,4,8500,0.0,0.0,34000.0,21953.3,12046.7,Cash,35.43
ORD03316,2025-11-23,CUST1990,Backpack,Accessories,East,Patna,7,1800,10.0,1260.0,11340.0,8263.69,3076.31,Debit Card,27.13
ORD04402,2025-01-09,CUST2554,Hoodie,Clothing,West,Goa,7,2200,15.0,2310.0,13090.0,9883.91,3206.09,Cash,24.49
ORD00089,2025-04-18,CUST1125,Microwave,Home Appliances,North,Delhi,1,9000,5.0,450.0,8550.0,5201.0,3349.0,Cash,39.17
ORD00511,2025-12-12,CUST2256,Wallet,Accessories,West,Mumbai,5,1200,15.0,900.0,5100.0,3103.89,1996.11,Credit Card,39.14
ORD08030,2024-07-20,CUST1663,Belt,Accessories,South,Bangalore,6,900,10.0,540.0,4860.0,3006.04,1853.96,Credit Card,38.15
ORD09043,2025-12-21,CUST1204,Jacket,Clothing,East,Kolkata,5,3500,5.0,875.0,16625.0,13033.25,3591.75,Credit Card,21.6
ORD08485,2024-04-10,CUST1989,Sneakers,Clothing,South,Bangalore,3,3000,20.0,1800.0,7200.0,5495.96,1704.04,Net Banking,23.67
ORD05827,2025-08-18,CUST2624,Electric Kettle,Home Appliances,North,Delhi,5,1800,20.0,1800.0,7200.0,4067.0,3133.0,Debit Card,43.51
ORD05492,2025-10-19,CUST2905,T-Shirt,Clothing,South,Chennai,5,800,5.0,200.0,3800.0,2109.55,1690.45,Credit Card,44.49
ORD07800,2024-12-14,CUST2189,Desk,Furniture,East,Guwahati,3,12000,15.0,5400.0,30600.0,19446.59,11153.41,UPI,36.45
ORD08526,2025-02-17,CUST2642,Microwave,Home Appliances,South,Hyderabad,1,9000,5.0,450.0,8550.0,5717.44,2832.56,Cash,33.13
ORD05858,2025-04-17,CUST1995,Sneakers,Clothing,North,Lucknow,6,3000,10.0,1800.0,16200.0,10423.12,5776.88,Credit Card,35.66
ORD04699,2025-12-22,CUST1301,Laptop,Electronics,East,Patna,4,55000,15.0,33000.0,187000.0,115121.54,71878.46,Cash,38.44
ORD09148,2024-02-12,CUST1771,Laptop,Electronics,East,Patna,1,55000,0.0,0.0,55000.0,30498.73,24501.27,UPI,44.55
ORD02928,2025-05-03,CUST2607,Microwave,Home Appliances,South,Chennai,2,9000,10.0,1800.0,16200.0,9528.17,6671.83,Debit Card,41.18
ORD08975,2025-12-03,CUST1127,Headphones,Electronics,South,Hyderabad,3,2500,20.0,1500.0,6000.0,3701.48,2298.52,Cash,38.31
ORD09980,2025-07-08,CUST1048,Smart Watch,Electronics,West,Pune,1,6000,15.0,900.0,5100.0,3052.57,2047.43,Cash,40.15
ORD04175,2025-03-25,CUST2274,Wallet,Accessories,South,Hyderabad,5,1200,5.0,300.0,5700.0,4521.6,1178.4,Debit Card,20.67
ORD05609,2024-09-03,CUST2393,Mixer Grinder,Home Appliances,North,Delhi,2,4500,0.0,0.0,9000.0,5347.51,3652.49,Credit Card,40.58
ORD00417,2025-01-10,CUST2045,Headphones,Electronics,North,Chandigarh,4,2500,5.0,500.0,9500.0,6416.1,3083.9,UPI,32.46
ORD02847,2024-11-22,CUST2953,Office Chair,Furniture,South,Bangalore,1,8500,5.0,425.0,8075.0,5431.5,2643.5,UPI,32.74
ORD06963,2025-08-16,CUST2166,Sneakers,Clothing,South,Kochi,7,3000,10.0,2100.0,18900.0,11708.29,7191.71,Net Banking,38.05
ORD08334,2024-11-08,CUST2103,Belt,Accessories,East,Kolkata,4,900,5.0,180.0,3420.0,2288.29,1131.71,Net Banking,33.09
ORD03950,2024-08-15,CUST1239,Mixer Grinder,Home Appliances,North,Jaipur,1,4500,20.0,900.0,3600.0,2790.84,809.16,Credit Card,22.48
ORD03025,2025-07-21,CUST2549,Microwave,Home Appliances,West,Mumbai,5,9000,0.0,0.0,45000.0,30478.82,14521.18,Debit Card,32.27
ORD05392,2024-10-16,CUST1253,T-Shirt,Clothing,East,Guwahati,2,800,5.0,80.0,1520.0,915.45,604.55,UPI,39.77
ORD09393,2024-12-17,CUST2813,Smartphone,Electronics,North,Lucknow,1,25000,0.0,0.0,25000.0,18008.43,6991.57,Cash,27.97
ORD06793,2024-03-24,CUST2753,Headphones,Electronics,South,Kochi,1,2500,10.0,250.0,2250.0,1432.24,817.76,Debit Card,36.34
ORD04900,2024-11-01,CUST1476,Microwave,Home Appliances,East,Patna,5,9000,0.0,0.0,45000.0,33292.66,11707.34,Credit Card,26.02
ORD09690,2024-01-25,CUST2875,Jacket,Clothing,North,Lucknow,1,3500,0.0,0.0,3500.0,2484.02,1015.98,Debit Card,29.03
ORD00400,2025-09-19,CUST2132,Sunglasses,Accessories,North,Jaipur,4,1500,5.0,300.0,5700.0,3498.82,2201.18,Net Banking,38.62
ORD04367,2025-12-19,CUST2765,Hoodie,Clothing,West,Ahmedabad,2,2200,0.0,0.0,4400.0,2697.93,1702.07,Debit Card,38.68
ORD07183,2024-03-06,CUST1134,Bookshelf,Furniture,North,Jaipur,3,7000,10.0,2100.0,18900.0,10995.16,7904.84,Net Banking,41.82
ORD07911,2024-11-28,CUST2507,Jacket,Clothing,East,Guwahati,7,3500,5.0,1225.0,23275.0,17262.64,6012.36,Debit Card,25.83
ORD09398,2025-12-14,CUST2694,T-Shirt,Clothing,North,Delhi,7,800,5.0,280.0,5320.0,3657.58,1662.42,Debit Card,31.25
ORD03536,2025-07-28,CUST1183,Sunglasses,Accessories,East,Kolkata,5,1500,5.0,375.0,7125.0,4000.5,3124.5,UPI,43.85
ORD06540,2025-07-13,CUST2206,Sofa,Furniture,North,Lucknow,6,25000,15.0,22500.0,127500.0,94893.34,32606.66,Credit Card,25.57
ORD08923,2024-02-13,CUST2740,Hoodie,Clothing,North,Chandigarh,7,2200,0.0,0.0,15400.0,12309.12,3090.88,UPI,20.07
ORD02770,2024-06-16,CUST2254,Sneakers,Clothing,South,Kochi,2,3000,5.0,300.0,5700.0,3939.79,1760.21,Debit Card,30.88
ORD01069,2025-09-18,CUST2388,Jacket,Clothing,East,Patna,7,3500,0.0,0.0,24500.0,18972.57,5527.43,Debit Card,22.56
ORD08110,2024-10-05,CUST1911,Phone Case,Accessories,West,Ahmedabad,3,600,5.0,90.0,1710.0,955.3,754.7,Net Banking,44.13
ORD04722,2024-12-31,CUST2680,Office Chair,Furniture,North,Delhi,4,8500,0.0,0.0,34000.0,25793.01,8206.99,Credit Card,24.14
ORD08407,2025-04-04,CUST1073,Electric Kettle,Home Appliances,East,Kolkata,6,1800,10.0,1080.0,9720.0,6246.98,3473.02,Credit Card,35.73
ORD01570,2025-11-21,CUST1640,Sofa,Furniture,West,Goa,4,25000,15.0,15000.0,85000.0,66859.06,18140.94,UPI,21.34
ORD09020,2024-01-13,CUST1700,Tablet,Electronics,North,Lucknow,7,18000,10.0,12600.0,113400.0,85638.6,27761.4,UPI,24.48
ORD03915,2024-02-29,CUST2949,Vacuum Cleaner,Home Appliances,South,Kochi,7,8500,5.0,2975.0,56525.0,44865.26,11659.74,UPI,20.63
ORD08375,2025-12-23,CUST2819,Bookshelf,Furniture,North,Jaipur,5,7000,0.0,0.0,35000.0,23747.35,11252.65,Debit Card,32.15
ORD01742,2025-01-10,CUST1827,Office Chair,Furniture,North,Chandigarh,6,8500,5.0,2550.0,48450.0,30007.21,18442.79,Credit Card,38.07
ORD00583,2024-07-25,CUST1438,Headphones,Electronics,East,Patna,7,2500,20.0,3500.0,14000.0,9932.21,4067.79,UPI,29.06
ORD03315,2024-08-01,CUST2522,Backpack,Accessories,West,Ahmedabad,1,1800,10.0,180.0,1620.0,912.56,707.44,Net Banking,43.67
ORD03880,2024-07-28,CUST2162,Mixer Grinder,Home Appliances,South,Hyderabad,7,4500,5.0,1575.0,29925.0,18018.39,11906.61,Net Banking,39.79
ORD07200,2025-01-17,CUST2233,Bookshelf,Furniture,South,Chennai,3,7000,0.0,0.0,21000.0,15248.41,5751.59,Cash,27.39
ORD08424,2024-03-30,CUST2823,Belt,Accessories,East,Kolkata,2,900,0.0,0.0,1800.0,1025.38,774.62,Net Banking,43.03
ORD01794,2024-08-07,CUST1172,Laptop,Electronics,South,Chennai,5,55000,15.0,41250.0,233750.0,165533.53,68216.47,Credit Card,29.18
ORD00361,2024-12-19,CUST2662,Sofa,Furniture,North,Lucknow,6,25000,15.0,22500.0,127500.0,78780.56,48719.44,UPI,38.21
ORD05157,2025-12-24,CUST1631,Vacuum Cleaner,Home Appliances,East,Bhubaneswar,7,8500,10.0,5950.0,53550.0,42809.32,10740.68,Credit Card,20.06
ORD00292,2024-10-09,CUST2649,Vacuum Cleaner,Home Appliances,West,Ahmedabad,3,8500,5.0,1275.0,24225.0,19280.2,4944.8,UPI,20.41
ORD04529,2025-10-29,CUST2252,Desk,Furniture,West,Goa,4,12000,5.0,2400.0,45600.0,35262.5,10337.5,Debit Card,22.67
ORD00102,2025-08-23,CUST2772,Belt,Accessories,North,Jaipur,2,900,15.0,270.0,1530.0,991.61,538.39,Debit Card,35.19
ORD08937,2024-09-03,CUST1965,Sofa,Furniture,South,Hyderabad,1,25000,15.0,3750.0,21250.0,12922.63,8327.37,Cash,39.19
ORD09860,2025-05-07,CUST2022,Belt,Accessories,South,Chennai,4,900,0.0,0.0,3600.0,2348.78,1251.22,Net Banking,34.76
ORD06792,2024-09-13,CUST1841,Jeans,Clothing,West,Pune,3,1800,10.0,540.0,4860.0,3454.73,1405.27,Debit Card,28.91
ORD03662,2025-12-09,CUST1349,Air Fryer,Home Appliances,West,Ahmedabad,3,7000,5.0,1050.0,19950.0,13672.38,6277.62,Debit Card,31.47
ORD04138,2024-06-11,CUST1822,Headphones,Electronics,East,Guwahati,6,2500,5.0,750.0,14250.0,11080.09,3169.91,Net Banking,22.24
ORD05139,2024-12-25,CUST2344,Bookshelf,Furniture,South,Bangalore,2,7000,10.0,1400.0,12600.0,7326.18,5273.82,Debit Card,41.86
ORD03680,2025-02-10,CUST2991,T-Shirt,Clothing,North,Jaipur,5,800,15.0,600.0,3400.0,1898.22,1501.78,Debit Card,44.17
ORD06189,2025-09-12,CUST1654,Jeans,Clothing,South,Hyderabad,3,1800,5.0,270.0,5130.0,3056.67,2073.33,Debit Card,40.42
ORD04380,2024-04-04,CUST1219,Office Chair,Furniture,North,Delhi,6,8500,10.0,5100.0,45900.0,31327.69,14572.31,Net Banking,31.75
ORD06433,2024-08-14,CUST2541,Phone Case,Accessories,West,Ahmedabad,6,600,10.0,360.0,3240.0,1827.92,1412.08,Cash,43.58
ORD02037,2024-02-25,CUST2616,Belt,Accessories,North,Chandigarh,3,900,5.0,135.0,2565.0,1604.02,960.98,Cash,37.47
ORD07925,2025-11-22,CUST1032,Wallet,Accessories,East,Guwahati,1,1200,0.0,0.0,1200.0,701.86,498.14,Credit Card,41.51
ORD06546,2025-07-05,CUST2312,Smart Watch,Electronics,North,Chandigarh,6,6000,15.0,5400.0,30600.0,19750.0,10850.0,Credit Card,35.46
ORD07977,2025-04-25,CUST1074,Sunglasses,Accessories,North,Jaipur,7,1500,10.0,1050.0,9450.0,6389.13,3060.87,Net Banking,32.39
ORD02524,2025-05-16,CUST1245,Desk,Furniture,South,Hyderabad,5,12000,10.0,6000.0,54000.0,38948.11,15051.89,UPI,27.87
ORD07475,2024-09-21,CUST2031,Smart Watch,Electronics,East,Kolkata,3,6000,0.0,0.0,18000.0,9944.47,8055.53,Debit Card,44.75
ORD02543,2025-01-31,CUST2903,Headphones,Electronics,North,Lucknow,4,2500,10.0,1000.0,9000.0,5728.25,3271.75,UPI,36.35
ORD00564,2024-01-30,CUST2619,Smartphone,Electronics,South,Kochi,2,25000,10.0,5000.0,45000.0,33396.54,11603.46,Cash,25.79
ORD06687,2024-10-29,CUST2297,Office Chair,Furniture,West,Ahmedabad,6,8500,10.0,5100.0,45900.0,34929.47,10970.53,Credit Card,23.9
ORD06605,2025-07-18,CUST1155,Air Fryer,Home Appliances,East,Kolkata,4,7000,5.0,1400.0,26600.0,20300.65,6299.35,Net Banking,23.68
ORD03530,2025-05-14,CUST1457,Sunglasses,Accessories,West,Goa,5,1500,10.0,750.0,6750.0,4495.62,2254.38,Debit Card,33.4
ORD01579,2024-09-10,CUST1328,Sneakers,Clothing,North,Delhi,2,3000,0.0,0.0,6000.0,3897.96,2102.04,Credit Card,35.03
ORD00719,2024-07-18,CUST2124,Sofa,Furniture,South,Bangalore,7,25000,10.0,17500.0,157500.0,94689.09,62810.91,UPI,39.88
ORD00064,2024-01-01,CUST1386,Sofa,Furniture,East,Guwahati,5,25000,15.0,18750.0,106250.0,64746.27,41503.73,Net Banking,39.06
ORD08243,2025-10-27,CUST1341,T-Shirt,Clothing,East,Kolkata,4,800,5.0,160.0,3040.0,1836.95,1203.05,UPI,39.57
ORD04994,2025-08-21,CUST2768,Laptop,Electronics,South,Bangalore,6,55000,5.0,16500.0,313500.0,215598.89,97901.11,Credit Card,31.23
ORD06635,2024-12-27,CUST1954,Microwave,Home Appliances,South,Hyderabad,3,9000,5.0,1350.0,25650.0,14856.24,10793.76,Cash,42.08
ORD01394,2025-11-29,CUST1301,Tablet,Electronics,West,Pune,7,18000,10.0,12600.0,113400.0,62396.74,51003.26,Net Banking,44.98
ORD02841,2025-10-16,CUST2543,Desk,Furniture,North,Lucknow,3,12000,0.0,0.0,36000.0,24138.75,11861.25,Credit Card,32.95
ORD08770,2025-01-25,CUST1801,Sunglasses,Accessories,West,Ahmedabad,2,1500,10.0,300.0,2700.0,1986.95,713.05,Cash,26.41
ORD05991,2024-03-08,CUST2902,Mixer Grinder,Home Appliances,South,Kochi,6,4500,0.0,0.0,27000.0,17822.26,9177.74,Net Banking,33.99
ORD06998,2024-05-24,CUST1400,Electric Kettle,Home Appliances,South,Kochi,5,1800,5.0,450.0,8550.0,6769.65,1780.35,Credit Card,20.82
ORD09234,2025-04-10,CUST2427,Wallet,Accessories,West,Ahmedabad,2,1200,10.0,240.0,2160.0,1206.38,953.62,Credit Card,44.15
ORD02151,2024-03-29,CUST1332,Air Fryer,Home Appliances,West,Pune,1,7000,5.0,350.0,6650.0,4495.1,2154.9,Cash,32.4
ORD00246,2025-02-25,CUST1553,Microwave,Home Appliances,East,Patna,1,9000,10.0,900.0,8100.0,6391.35,1708.65,Net Banking,21.09
ORD02345,2024-03-28,CUST1876,Jacket,Clothing,South,Hyderabad,6,3500,10.0,2100.0,18900.0,10583.66,8316.34,UPI,44.0
ORD06829,2025-07-22,CUST1068,Electric Kettle,Home Appliances,South,Bangalore,6,1800,5.0,540.0,10260.0,5968.06,4291.94,Cash,41.83
ORD07761,2024-02-13,CUST1652,Smart Watch,Electronics,South,Hyderabad,2,6000,15.0,1800.0,10200.0,6177.19,4022.81,Net Banking,39.44
ORD04619,2024-05-03,CUST1527,Wallet,Accessories,North,Delhi,4,1200,10.0,480.0,4320.0,3431.27,888.73,Cash,20.57
ORD03446,2025-12-06,CUST1680,Office Chair,Furniture,North,Jaipur,7,8500,10.0,5950.0,53550.0,36408.74,17141.26,Cash,32.01
ORD02677,2025-04-07,CUST1461,Backpack,Accessories,South,Hyderabad,1,1800,5.0,90.0,1710.0,1323.92,386.08,Credit Card,22.58
ORD00334,2024-01-31,CUST2411,Wallet,Accessories,East,Guwahati,4,1200,10.0,480.0,4320.0,2527.8,1792.2,Credit Card,41.49
ORD08822,2025-10-12,CUST2480,Wallet,Accessories,West,Mumbai,3,1200,10.0,360.0,3240.0,2486.86,753.14,Cash,23.25
ORD03934,2024-04-07,CUST2032,Sunglasses,Accessories,North,Lucknow,1,1500,0.0,0.0,1500.0,940.79,559.21,Credit Card,37.28
ORD03995,2025-01-07,CUST1652,Smartphone,Electronics,South,Chennai,7,25000,5.0,8750.0,166250.0,126389.15,39860.85,Net Banking,23.98
ORD04626,2024-02-09,CUST2338,T-Shirt,Clothing,West,Mumbai,4,800,0.0,0.0,3200.0,2204.36,995.64,Net Banking,31.11
ORD00264,2024-01-14,CUST2656,Microwave,Home Appliances,West,Pune,6,9000,15.0,8100.0,45900.0,33950.81,11949.19,Debit Card,26.03
ORD04476,2024-07-03,CUST2930,Electric Kettle,Home Appliances,South,Bangalore,6,1800,20.0,2160.0,8640.0,5981.03,2658.97,UPI,30.78
ORD03820,2024-10-12,CUST2688,Phone Case,Accessories,West,Pune,5,600,0.0,0.0,3000.0,2042.36,957.64,Debit Card,31.92
ORD08895,2024-02-09,CUST1438,Desk,Furniture,East,Kolkata,3,12000,5.0,1800.0,34200.0,24581.9,9618.1,Cash,28.12
ORD00624,2025-06-20,CUST1057,Electric Kettle,Home Appliances,West,Mumbai,4,1800,10.0,720.0,6480.0,4237.13,2242.87,Debit Card,34.61
ORD07383,2025-02-19,CUST1424,Air Fryer,Home Appliances,East,Kolkata,2,7000,15.0,2100.0,11900.0,7998.4,3901.6,Debit Card,32.79
ORD08406,2025-12-11,CUST1029,Bookshelf,Furniture,South,Kochi,6,7000,5.0,2100.0,39900.0,26159.09,13740.91,Debit Card,34.44
ORD05222,2025-08-08,CUST1114,Sunglasses,Accessories,North,Delhi,7,1500,5.0,525.0,9975.0,7325.34,2649.66,Credit Card,26.56
ORD01502,2024-08-09,CUST1213,Office Chair,Furniture,East,Bhubaneswar,1,8500,5.0,425.0,8075.0,4708.39,3366.61,Cash,41.69
ORD09659,2025-06-25,CUST1280,Hoodie,Clothing,North,Jaipur,1,2200,10.0,220.0,1980.0,1250.98,729.02,Credit Card,36.82
ORD09281,2024-12-04,CUST2800,Hoodie,Clothing,North,Jaipur,7,2200,0.0,0.0,15400.0,11048.12,4351.88,Credit Card,28.26
ORD09656,2025-10-29,CUST1131,Smartphone,Electronics,East,Bhubaneswar,1,25000,5.0,1250.0,23750.0,17113.18,6636.82,Net Banking,27.94
ORD03913,2024-03-29,CUST2889,Belt,Accessories,South,Chennai,3,900,5.0,135.0,2565.0,1962.15,602.85,Credit Card,23.5
ORD00368,2025-06-23,CUST2023,Wallet,Accessories,South,Bangalore,6,1200,20.0,1440.0,5760.0,3853.39,1906.61,Credit Card,33.1
ORD07250,2024-08-10,CUST2304,Jeans,Clothing,South,Chennai,3,1800,15.0,810.0,4590.0,2985.81,1604.19,UPI,34.95
ORD08426,2024-03-29,CUST2606,Phone Case,Accessories,North,Chandigarh,6,600,10.0,360.0,3240.0,1891.85,1348.15,Credit Card,41.61
ORD00961,2025-05-30,CUST2099,Vacuum Cleaner,Home Appliances,East,Patna,5,8500,10.0,4250.0,38250.0,27712.8,10537.2,Credit Card,27.55
ORD07817,2024-07-03,CUST1102,Wallet,Accessories,North,Chandigarh,5,1200,5.0,300.0,5700.0,3497.63,2202.37,Credit Card,38.64
ORD04818,2024-09-27,CUST2689,Jacket,Clothing,East,Guwahati,5,3500,5.0,875.0,16625.0,12437.57,4187.43,Net Banking,25.19
ORD09465,2024-02-08,CUST2730,Headphones,Electronics,South,Bangalore,4,2500,10.0,1000.0,9000.0,6818.85,2181.15,UPI,24.24
ORD03456,2025-02-12,CUST2741,Smartphone,Electronics,North,Delhi,1,25000,15.0,3750.0,21250.0,15538.97,5711.03,Debit Card,26.88
ORD07613,2025-04-13,CUST1117,Backpack,Accessories,South,Chennai,2,1800,0.0,0.0,3600.0,2291.16,1308.84,Cash,36.36
ORD06106,2024-06-14,CUST1256,T-Shirt,Clothing,North,Jaipur,5,800,5.0,200.0,3800.0,2500.89,1299.11,Credit Card,34.19
ORD04218,2025-12-09,CUST2830,Headphones,Electronics,North,Chandigarh,4,2500,10.0,1000.0,9000.0,6494.93,2505.07,Credit Card,27.83
ORD06301,2024-09-29,CUST2435,Desk,Furniture,East,Guwahati,4,12000,20.0,9600.0,38400.0,30423.69,7976.31,Cash,20.77
ORD04512,2024-12-06,CUST1892,Jeans,Clothing,East,Patna,1,1800,0.0,0.0,1800.0,1236.09,563.91,UPI,31.33
ORD06370,2025-06-12,CUST2644,Office Chair,Furniture,East,Patna,1,8500,10.0,850.0,7650.0,5265.23,2384.77,Debit Card,31.17
ORD04897,2024-04-29,CUST1285,Sofa,Furniture,East,Patna,7,25000,15.0,26250.0,148750.0,86818.92,61931.08,Cash,41.63
ORD07967,2025-05-30,CUST2038,Sunglasses,Accessories,North,Jaipur,1,1500,0.0,0.0,1500.0,1013.14,486.86,Net Banking,32.46
ORD00077,2025-01-23,CUST1989,Jacket,Clothing,West,Goa,1,3500,10.0,350.0,3150.0,2050.24,1099.76,UPI,34.91
ORD07607,2024-10-09,CUST1363,Sofa,Furniture,North,Jaipur,6,25000,10.0,15000.0,135000.0,91296.26,43703.74,Net Banking,32.37
ORD07106,2025-11-02,CUST2996,Jeans,Clothing,East,Patna,6,1800,0.0,0.0,10800.0,7211.26,3588.74,UPI,33.23
ORD08626,2025-06-15,CUST2075,Backpack,Accessories,North,Jaipur,2,1800,10.0,360.0,3240.0,2147.55,1092.45,Credit Card,33.72
ORD08252,2025-03-04,CUST2683,Wallet,Accessories,East,Kolkata,3,1200,5.0,180.0,3420.0,2674.47,745.53,UPI,21.8
ORD05711,2024-03-04,CUST2177,T-Shirt,Clothing,West,Goa,6,800,10.0,480.0,4320.0,2604.16,1715.84,Net Banking,39.72
ORD08594,2025-12-26,CUST2930,Bookshelf,Furniture,West,Goa,1,7000,0.0,0.0,7000.0,4306.82,2693.18,Cash,38.47
ORD04598,2025-06-21,CUST1517,Smartphone,Electronics,North,Delhi,3,25000,15.0,11250.0,63750.0,44027.13,19722.87,Debit Card,30.94
ORD09175,2025-06-18,CUST2637,Sunglasses,Accessories,West,Ahmedabad,3,1500,10.0,450.0,4050.0,2616.84,1433.16,Net Banking,35.39
ORD01559,2024-10-01,CUST1491,T-Shirt,Clothing,East,Kolkata,6,800,5.0,240.0,4560.0,3007.7,1552.3,UPI,34.04
ORD01826,2024-12-05,CUST1601,Sneakers,Clothing,West,Pune,3,3000,0.0,0.0,9000.0,5333.02,3666.98,UPI,40.74
ORD06251,2024-10-02,CUST2385,Backpack,Accessories,East,Patna,5,1800,0.0,0.0,9000.0,5570.3,3429.7,Cash,38.11
ORD00736,2025-09-23,CUST2812,Vacuum Cleaner,Home Appliances,West,Pune,1,8500,20.0,1700.0,6800.0,4291.36,2508.64,Debit Card,36.89
ORD00004,2025-07-16,CUST2899,Vacuum Cleaner,Home Appliances,East,Patna,6,8500,0.0,0.0,51000.0,35603.29,15396.71,Cash,30.19
ORD00648,2025-09-19,CUST1662,Phone Case,Accessories,North,Lucknow,1,600,5.0,30.0,570.0,371.61,198.39,Debit Card,34.81
ORD01433,2024-04-20,CUST1619,Microwave,Home Appliances,South,Kochi,6,9000,10.0,5400.0,48600.0,29768.19,18831.81,Credit Card,38.75
ORD05994,2024-03-16,CUST1525,Mixer Grinder,Home Appliances,East,Bhubaneswar,4,4500,15.0,2700.0,15300.0,11090.29,4209.71,Debit Card,27.51
ORD00291,2025-07-20,CUST1904,Vacuum Cleaner,Home Appliances,South,Kochi,5,8500,10.0,4250.0,38250.0,22547.94,15702.06,Debit Card,41.05
ORD05533,2024-11-25,CUST2717,Sunglasses,Accessories,North,Jaipur,3,1500,20.0,900.0,3600.0,2102.39,1497.61,UPI,41.6
ORD01517,2024-08-11,CUST1152,Bookshelf,Furniture,North,Lucknow,4,7000,5.0,1400.0,26600.0,15167.63,11432.37,Cash,42.98
ORD08843,2025-09-02,CUST2839,Sunglasses,Accessories,East,Patna,2,1500,0.0,0.0,3000.0,1815.98,1184.02,Cash,39.47
ORD01254,2024-11-12,CUST2555,Wallet,Accessories,East,Bhubaneswar,2,1200,5.0,120.0,2280.0,1664.15,615.85,Debit Card,27.01
ORD06714,2024-08-10,CUST2997,Sofa,Furniture,South,Chennai,1,25000,10.0,2500.0,22500.0,12681.74,9818.26,Credit Card,43.64
ORD01150,2024-12-18,CUST1929,Bookshelf,Furniture,East,Patna,1,7000,5.0,350.0,6650.0,4032.83,2617.17,Net Banking,39.36
ORD08048,2025-06-04,CUST1514,Jeans,Clothing,West,Ahmedabad,5,1800,10.0,900.0,8100.0,5865.62,2234.38,UPI,27.58
ORD06480,2024-07-23,CUST1567,Sneakers,Clothing,East,Bhubaneswar,1,3000,0.0,0.0,3000.0,1671.62,1328.38,Cash,44.28
ORD05630,2025-10-16,CUST2113,Hoodie,Clothing,South,Hyderabad,7,2200,0.0,0.0,15400.0,11524.71,3875.29,UPI,25.16
ORD02111,2024-03-27,CUST2272,Dining Table,Furniture,West,Mumbai,5,22000,15.0,16500.0,93500.0,59474.58,34025.42,Credit Card,36.39
ORD00136,2024-08-31,CUST2514,Backpack,Accessories,West,Goa,7,1800,5.0,630.0,11970.0,8068.88,3901.12,Credit Card,32.59
ORD06443,2024-11-16,CUST1100,Microwave,Home Appliances,West,Goa,4,9000,10.0,3600.0,32400.0,21354.02,11045.98,Credit Card,34.09
ORD07945,2025-01-01,CUST2338,Jacket,Clothing,West,Mumbai,5,3500,15.0,2625.0,14875.0,9247.74,5627.26,Debit Card,37.83
ORD01248,2025-01-07,CUST2296,Vacuum Cleaner,Home Appliances,North,Jaipur,3,8500,15.0,3825.0,21675.0,13287.76,8387.24,UPI,38.7
ORD04242,2024-05-04,CUST2185,Electric Kettle,Home Appliances,East,Kolkata,1,1800,10.0,180.0,1620.0,1091.61,528.39,Cash,32.62
ORD08016,2024-01-15,CUST2882,T-Shirt,Clothing,East,Guwahati,7,800,10.0,560.0,5040.0,2921.26,2118.74,UPI,42.04
ORD09172,2025-04-07,CUST2903,Desk,Furniture,North,Jaipur,4,12000,5.0,2400.0,45600.0,27372.85,18227.15,Unknown,39.97
ORD04337,2024-01-22,CUST1547,Mixer Grinder,Home Appliances,East,Patna,7,4500,15.0,4725.0,26775.0,18927.37,7847.63,Debit Card,29.31
ORD02493,2024-05-28,CUST1009,Vacuum Cleaner,Home Appliances,East,Guwahati,6,8500,15.0,7650.0,43350.0,31075.43,12274.57,Cash,28.32
ORD08050,2024-08-28,CUST1623,Sofa,Furniture,East,Guwahati,2,25000,5.0,2500.0,47500.0,34652.16,12847.84,Net Banking,27.05
